チーム,アシストした選手,アシストされた選手,回数,チーム内順位
広島ドラゴンフライズ,朝山 正悟,谷口 大智,9,42
広島ドラゴンフライズ,グレゴリー・エチェニケ,山田 安斗夢,7,43
広島ドラゴンフライズ,ジャマリ・トレイラー,小澤 智将,7,44
広島ドラゴンフライズ,山田 安斗夢,トーマス・ケネディ,7,45
広島ドラゴンフライズ,岡本 飛竜,古野 拓巳,6,46
広島ドラゴンフライズ,朝山 正悟,小澤 智将,6,47
広島ドラゴンフライズ,グレゴリー・エチェニケ,岡本 飛竜,5,48
広島ドラゴンフライズ,ジャマリ・トレイラー,谷口 大智,5,49
広島ドラゴンフライズ,トーマス・ケネディ,山田 安斗夢,5,50
広島ドラゴンフライズ,小澤 智将,山田 安斗夢,5,51
広島ドラゴンフライズ,小澤 智将,朝山 正悟,5,52
広島ドラゴンフライズ,谷口 大智,グレゴリー・エチェニケ,5,53
広島ドラゴンフライズ,朝山 正悟,古野 拓巳,5,54
広島ドラゴンフライズ,朝山 正悟,山田 安斗夢,5,55
広島ドラゴンフライズ,田中 成也,岡本 飛竜,5,56
広島ドラゴンフライズ,田中 成也,古野 拓巳,5,57
広島ドラゴンフライズ,グレゴリー・エチェニケ,古野 拓巳,4,58
広島ドラゴンフライズ,ジャマリ・トレイラー,山田 安斗夢,4,59
広島ドラゴンフライズ,岡本 飛竜,山田 安斗夢,4,60
広島ドラゴンフライズ,朝山 正悟,岡本 飛竜,4,61
広島ドラゴンフライズ,岡本 飛竜,坂井 レオ,3,62
広島ドラゴンフライズ,岡本 飛竜,三谷 桂司朗,3,63
広島ドラゴンフライズ,山田 安斗夢,谷口 大智,3,64
広島ドラゴンフライズ,山田 安斗夢,田中 成也,3,65
広島ドラゴンフライズ,小澤 智将,岡本 飛竜,3,66
広島ドラゴンフライズ,小澤 智将,古野 拓巳,3,67
広島ドラゴンフライズ,小澤 智将,谷口 大智,3,68
広島ドラゴンフライズ,谷口 大智,ジャマリ・トレイラー,3,69
広島ドラゴンフライズ,谷口 大智,朝山 正悟,3,70
広島ドラゴンフライズ,田中 成也,小澤 智将,3,71
広島ドラゴンフライズ,グレゴリー・エチェニケ,谷口 大智,2,72
広島ドラゴンフライズ,ジャマリ・トレイラー,トーマス・ケネディ,2,73
広島ドラゴンフライズ,ジャマリ・トレイラー,岡本 飛竜,2,74
広島ドラゴンフライズ,ジャマリ・トレイラー,坂井 レオ,2,75
広島ドラゴンフライズ,トーマス・ケネディ,ジャマリ・トレイラー,2,76
広島ドラゴンフライズ,トーマス・ケネディ,古野 拓巳,2,77
広島ドラゴンフライズ,岡本 飛竜,森山 修斗,2,78
広島ドラゴンフライズ,山田 安斗夢,ジャマリ・トレイラー,2,79
広島ドラゴンフライズ,山田 安斗夢,小澤 智将,2,80
広島ドラゴンフライズ,谷口 大智,トーマス・ケネディ,2,81
広島ドラゴンフライズ,谷口 大智,岡本 飛竜,2,82
広島ドラゴンフライズ,谷口 大智,古野 拓巳,2,83
広島ドラゴンフライズ,谷口 大智,森山 修斗,2,84
広島ドラゴンフライズ,谷口 大智,田中 成也,2,85
広島ドラゴンフライズ,田中 成也,谷口 大智,2,86
広島ドラゴンフライズ,ジャマリ・トレイラー,森山 修斗,1,87
広島ドラゴンフライズ,古野 拓巳,岡本 飛竜,1,88
広島ドラゴンフライズ,古野 拓巳,山田 安斗夢,1,89
広島ドラゴンフライズ,古野 拓巳,森山 修斗,1,90
広島ドラゴンフライズ,坂井 レオ,朝山 正悟,1,91
広島ドラゴンフライズ,山田 安斗夢,岡本 飛竜,1,92
広島ドラゴンフライズ,山田 安斗夢,坂井 レオ,1,93
広島ドラゴンフライズ,森山 修斗,岡本 飛竜,1,94
広島ドラゴンフライズ,森山 修斗,谷口 大智,1,95
広島ドラゴンフライズ,谷口 大智,山田 安斗夢,1,96
広島ドラゴンフライズ,谷口 大智,小澤 智将,1,97
広島ドラゴンフライズ,田中 成也,坂井 レオ,1,98
広島ドラゴンフライズ,田中 成也,山田 安斗夢,1,99
香川ファイブアローズ,テレンス・ウッドベリー,ケビン・コッツァー,66,1
香川ファイブアローズ,ケビン・コッツァー,テレンス・ウッドベリー,61,2
香川ファイブアローズ,兒玉 貴通,ケビン・コッツァー,59,3
香川ファイブアローズ,兒玉 貴通,テレンス・ウッドベリー,57,4
香川ファイブアローズ,テレンス・ウッドベリー,高比良 寛治,34,5
香川ファイブアローズ,ケビン・コッツァー,筑波 拓朗,30,6
香川ファイブアローズ,ケビン・コッツァー,兒玉 貴通,30,7
香川ファイブアローズ,兒玉 貴通,高比良 寛治,28,8
香川ファイブアローズ,テレンス・ウッドベリー,安部 瑞基,26,9
香川ファイブアローズ,兒玉 貴通,筑波 拓朗,26,10
香川ファイブアローズ,筑波 拓朗,ケビン・コッツァー,24,11
香川ファイブアローズ,ケビン・コッツァー,高比良 寛治,21,12
香川ファイブアローズ,テレンス・ウッドベリー,兒玉 貴通,21,13
香川ファイブアローズ,高比良 寛治,ケビン・コッツァー,21,14
香川ファイブアローズ,テレンス・ウッドベリー,筑波 拓朗,20,15
香川ファイブアローズ,兒玉 貴通,安部 瑞基,19,16
香川ファイブアローズ,筑波 拓朗,テレンス・ウッドベリー,18,17
香川ファイブアローズ,矢代 雪次郎,テレンス・ウッドベリー,18,18
香川ファイブアローズ,矢代 雪次郎,ケビン・コッツァー,16,19
香川ファイブアローズ,高比良 寛治,テレンス・ウッドベリー,15,20
香川ファイブアローズ,兒玉 貴通,藤岡 昂希,15,21
香川ファイブアローズ,テレンス・ウッドベリー,藤岡 昂希,12,22
香川ファイブアローズ,高比良 寛治,筑波 拓朗,12,23
香川ファイブアローズ,ケビン・コッツァー,藤岡 昂希,11,24
香川ファイブアローズ,ケビン・コッツァー,安部 瑞基,10,25
香川ファイブアローズ,藤岡 昂希,ケビン・コッツァー,10,26
香川ファイブアローズ,藤岡 昂希,テレンス・ウッドベリー,9,27
香川ファイブアローズ,高比良 寛治,兒玉 貴通,8,28
香川ファイブアローズ,矢代 雪次郎,筑波 拓朗,8,29
香川ファイブアローズ,ケビン・コッツァー,矢代 雪次郎,7,30
香川ファイブアローズ,安部 瑞基,テレンス・ウッドベリー,7,31
香川ファイブアローズ,高比良 寛治,藤岡 昂希,7,32
香川ファイブアローズ,矢代 雪次郎,安部 瑞基,7,33
香川ファイブアローズ,筑波 拓朗,高比良 寛治,6,34
香川ファイブアローズ,筑波 拓朗,藤岡 昂希,6,35
香川ファイブアローズ,高比良 寛治,嶋田 基志,5,36
香川ファイブアローズ,筑波 拓朗,兒玉 貴通,5,37
香川ファイブアローズ,藤岡 昂希,矢代 雪次郎,5,38
香川ファイブアローズ,矢代 雪次郎,高比良 寛治,5,39
香川ファイブアローズ,矢代 雪次郎,藤岡 昂希,5,40
香川ファイブアローズ,安部 瑞基,高比良 寛治,4,41
香川ファイブアローズ,安部 瑞基,兒玉 貴通,4,42
香川ファイブアローズ,石川 智也,テレンス・ウッドベリー,4,43
香川ファイブアローズ,筑波 拓朗,安部 瑞基,4,44
香川ファイブアローズ,筑波 拓朗,嶋田 基志,4,45
香川ファイブアローズ,藤岡 昂希,横尾 達泰,4,46
香川ファイブアローズ,藤岡 昂希,嶋田 基志,4,47
香川ファイブアローズ,兒玉 貴通,嶋田 基志,4,48
香川ファイブアローズ,安部 瑞基,ケビン・コッツァー,3,49
香川ファイブアローズ,横尾 達泰,嶋田 基志,3,50
香川ファイブアローズ,高比良 寛治,安部 瑞基,3,51
香川ファイブアローズ,嶋田 基志,藤岡 昂希,3,52
香川ファイブアローズ,嶋田 基志,兒玉 貴通,3,53
香川ファイブアローズ,藤岡 昂希,安部 瑞基,3,54
香川ファイブアローズ,藤岡 昂希,高比良 寛治,3,55
香川ファイブアローズ,矢代 雪次郎,嶋田 基志,3,56
香川ファイブアローズ,テレンス・ウッドベリー,石川 智也,2,57
香川ファイブアローズ,テレンス・ウッドベリー,矢代 雪次郎,2,58
香川ファイブアローズ,安部 瑞基,藤岡 昂希,2,59
香川ファイブアローズ,安部 瑞基,矢代 雪次郎,2,60
香川ファイブアローズ,金久保 翔,石川 智也,2,61
香川ファイブアローズ,石川 智也,ケビン・コッツァー,2,62
香川ファイブアローズ,石川 智也,安部 瑞基,2,63
香川ファイブアローズ,石川 智也,嶋田 基志,2,64
香川ファイブアローズ,石川 智也,藤岡 昂希,2,65
香川ファイブアローズ,筑波 拓朗,横尾 達泰,2,66
香川ファイブアローズ,嶋田 基志,横尾 達泰,2,67
香川ファイブアローズ,嶋田 基志,筑波 拓朗,2,68
香川ファイブアローズ,藤岡 昂希,兒玉 貴通,2,69
香川ファイブアローズ,矢代 雪次郎,大橋 聖也,2,70
香川ファイブアローズ,兒玉 貴通,上良 潤起,2,71
香川ファイブアローズ,ケビン・コッツァー,横尾 達泰,1,72
香川ファイブアローズ,ケビン・コッツァー,嶋田 基志,1,73
香川ファイブアローズ,テレンス・ウッドベリー,嶋田 基志,1,74
香川ファイブアローズ,安部 瑞基,筑波 拓朗,1,75
香川ファイブアローズ,横尾 達泰,石川 智也,1,76
香川ファイブアローズ,横尾 達泰,藤岡 昂希,1,77
香川ファイブアローズ,横尾 達泰,兒玉 貴通,1,78
香川ファイブアローズ,金久保 翔,大橋 聖也,1,79
香川ファイブアローズ,高比良 寛治,矢代 雪次郎,1,80
香川ファイブアローズ,上良 潤起,金久保 翔,1,81
香川ファイブアローズ,上良 潤起,石川 智也,1,82
香川ファイブアローズ,上良 潤起,嶋田 基志,1,83
香川ファイブアローズ,石川 智也,横尾 達泰,1,84
香川ファイブアローズ,石川 智也,矢代 雪次郎,1,85
香川ファイブアローズ,大橋 聖也,嶋田 基志,1,86
香川ファイブアローズ,筑波 拓朗,金久保 翔,1,87
香川ファイブアローズ,筑波 拓朗,上良 潤起,1,88
香川ファイブアローズ,嶋田 基志,テレンス・ウッドベリー,1,89
香川ファイブアローズ,嶋田 基志,安部 瑞基,1,90
香川ファイブアローズ,嶋田 基志,大橋 聖也,1,91
香川ファイブアローズ,藤岡 昂希,金久保 翔,1,92
香川ファイブアローズ,藤岡 昂希,大橋 聖也,1,93
香川ファイブアローズ,藤岡 昂希,筑波 拓朗,1,94
香川ファイブアローズ,矢代 雪次郎,上良 潤起,1,95
香川ファイブアローズ,矢代 雪次郎,兒玉 貴通,1,96
香川ファイブアローズ,兒玉 貴通,矢代 雪次郎,1,97
山形ワイヴァンズ,河野 誠司,スティーブン・ハート,37,1
山形ワイヴァンズ,中島 良史,スティーブン・ハート,36,2
山形ワイヴァンズ,河野 誠司,中島 良史,23,3
山形ワイヴァンズ,スティーブン・ハート,トリアン・グラム,20,4
山形ワイヴァンズ,トリアン・グラム,スティーブン・ハート,20,5
山形ワイヴァンズ,和田 保彦,スティーブン・ハート,20,6
山形ワイヴァンズ,中島 良史,古橋 広樹,17,7
山形ワイヴァンズ,中島 良史,河野 誠司,16,8
山形ワイヴァンズ,河野 誠司,古橋 広樹,15,9
山形ワイヴァンズ,スティーブン・ハート,クリストファー・オリビエ,13,10
山形ワイヴァンズ,スティーブン・ハート,河野 誠司,13,11
山形ワイヴァンズ,岡本 将大,トリアン・グラム,13,12
山形ワイヴァンズ,河野 誠司,トリアン・グラム,13,13
山形ワイヴァンズ,岡本 将大,スティーブン・ハート,12,14
山形ワイヴァンズ,岡本 将大,中島 良史,12,15
山形ワイヴァンズ,河野 誠司,岩田 涼太,12,16
山形ワイヴァンズ,スティーブン・ハート,岩田 涼太,11,17
山形ワイヴァンズ,河野 誠司,ジェイソン・カーター,11,18
山形ワイヴァンズ,中島 良史,ジョルジー・ゴロマン,11,19
山形ワイヴァンズ,スティーブン・ハート,秋山 熙,10,20
山形ワイヴァンズ,岡本 将大,古橋 広樹,10,21
山形ワイヴァンズ,和田 保彦,ジョルジー・ゴロマン,10,22
山形ワイヴァンズ,岡本 将大,岩田 涼太,9,23
山形ワイヴァンズ,河野 誠司,ジョルジー・ゴロマン,9,24
山形ワイヴァンズ,古橋 広樹,河野 誠司,9,25
山形ワイヴァンズ,スティーブン・ハート,和田 保彦,8,26
山形ワイヴァンズ,トリアン・グラム,岩田 涼太,8,27
山形ワイヴァンズ,トリアン・グラム,中島 良史,8,28
山形ワイヴァンズ,岡本 将大,和田 保彦,8,29
山形ワイヴァンズ,河野 誠司,伊澤 実孝,8,30
山形ワイヴァンズ,スティーブン・ハート,中島 良史,7,31
山形ワイヴァンズ,トリアン・グラム,チュクゥディエベレ・マドゥアバム,7,32
山形ワイヴァンズ,トリアン・グラム,河野 誠司,7,33
山形ワイヴァンズ,河野 誠司,和田 保彦,7,34
山形ワイヴァンズ,上杉 翔,岩田 涼太,7,35
山形ワイヴァンズ,中島 良史,クリストファー・オリビエ,7,36
山形ワイヴァンズ,中島 良史,チュクゥディエベレ・マドゥアバム,7,37
山形ワイヴァンズ,中島 良史,トリアン・グラム,7,38
山形ワイヴァンズ,中島 良史,伊澤 実孝,7,39
山形ワイヴァンズ,中島 良史,岩田 涼太,7,40
山形ワイヴァンズ,中島 良史,和田 保彦,7,41
山形ワイヴァンズ,スティーブン・ハート,伊澤 実孝,6,42
山形ワイヴァンズ,スティーブン・ハート,古橋 広樹,6,43
山形ワイヴァンズ,伊澤 実孝,スティーブン・ハート,6,44
山形ワイヴァンズ,岡本 将大,ジョルジー・ゴロマン,6,45
山形ワイヴァンズ,河野 誠司,クリストファー・オリビエ,6,46
山形ワイヴァンズ,河野 誠司,チュクゥディエベレ・マドゥアバム,6,47
山形ワイヴァンズ,古橋 広樹,クリストファー・オリビエ,6,48
山形ワイヴァンズ,古橋 広樹,岩田 涼太,6,49
山形ワイヴァンズ,秋山 熙,スティーブン・ハート,6,50
山形ワイヴァンズ,中島 良史,赤土 裕典,6,51
山形ワイヴァンズ,和田 保彦,トリアン・グラム,6,52
山形ワイヴァンズ,クリストファー・オリビエ,古橋 広樹,5,53
山形ワイヴァンズ,ジェイソン・カーター,河野 誠司,5,54
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,河野 誠司,5,55
山形ワイヴァンズ,岡本 将大,上杉 翔,5,56
山形ワイヴァンズ,河野 誠司,秋山 熙,5,57
山形ワイヴァンズ,秋山 熙,ジョルジー・ゴロマン,5,58
山形ワイヴァンズ,秋山 熙,古橋 広樹,5,59
山形ワイヴァンズ,中島 良史,ジェイソン・カーター,5,60
山形ワイヴァンズ,中島 良史,岡本 将大,5,61
山形ワイヴァンズ,和田 保彦,ジェイソン・カーター,5,62
山形ワイヴァンズ,和田 保彦,チュクゥディエベレ・マドゥアバム,5,63
山形ワイヴァンズ,和田 保彦,伊澤 実孝,5,64
山形ワイヴァンズ,和田 保彦,古橋 広樹,5,65
山形ワイヴァンズ,クリストファー・オリビエ,秋山 熙,4,66
山形ワイヴァンズ,スティーブン・ハート,ジェイソン・カーター,4,67
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,トリアン・グラム,4,68
山形ワイヴァンズ,トリアン・グラム,赤土 裕典,4,69
山形ワイヴァンズ,伊澤 実孝,中島 良史,4,70
山形ワイヴァンズ,岡本 将大,チュクゥディエベレ・マドゥアバム,4,71
山形ワイヴァンズ,岩田 涼太,スティーブン・ハート,4,72
山形ワイヴァンズ,岩田 涼太,トリアン・グラム,4,73
山形ワイヴァンズ,岩田 涼太,古橋 広樹,4,74
山形ワイヴァンズ,古橋 広樹,ジェイソン・カーター,4,75
山形ワイヴァンズ,古橋 広樹,スティーブン・ハート,4,76
山形ワイヴァンズ,古橋 広樹,チュクゥディエベレ・マドゥアバム,4,77
山形ワイヴァンズ,古橋 広樹,トリアン・グラム,4,78
山形ワイヴァンズ,秋山 熙,伊澤 実孝,4,79
山形ワイヴァンズ,上杉 翔,スティーブン・ハート,4,80
山形ワイヴァンズ,上杉 翔,トリアン・グラム,4,81
山形ワイヴァンズ,和田 保彦,河野 誠司,4,82
山形ワイヴァンズ,クリストファー・オリビエ,河野 誠司,3,83
山形ワイヴァンズ,クリストファー・オリビエ,岩田 涼太,3,84
山形ワイヴァンズ,ジョルジー・ゴロマン,スティーブン・ハート,3,85
山形ワイヴァンズ,トリアン・グラム,伊澤 実孝,3,86
山形ワイヴァンズ,伊澤 実孝,トリアン・グラム,3,87
山形ワイヴァンズ,伊澤 実孝,河野 誠司,3,88
山形ワイヴァンズ,岡本 将大,赤土 裕典,3,89
山形ワイヴァンズ,河野 誠司,上杉 翔,3,90
山形ワイヴァンズ,岩田 涼太,チュクゥディエベレ・マドゥアバム,3,91
山形ワイヴァンズ,岩田 涼太,伊澤 実孝,3,92
山形ワイヴァンズ,古橋 広樹,ジョルジー・ゴロマン,3,93
山形ワイヴァンズ,古橋 広樹,中島 良史,3,94
山形ワイヴァンズ,秋山 熙,クリストファー・オリビエ,3,95
山形ワイヴァンズ,上杉 翔,古橋 広樹,3,96
山形ワイヴァンズ,和田 保彦,岩田 涼太,3,97
山形ワイヴァンズ,和田 保彦,秋山 熙,3,98
山形ワイヴァンズ,和田 保彦,中島 良史,3,99
山形ワイヴァンズ,クリストファー・オリビエ,スティーブン・ハート,2,100
山形ワイヴァンズ,クリストファー・オリビエ,伊澤 実孝,2,101
山形ワイヴァンズ,クリストファー・オリビエ,中島 良史,2,102
山形ワイヴァンズ,ジェイソン・カーター,スティーブン・ハート,2,103
山形ワイヴァンズ,ジェイソン・カーター,古橋 広樹,2,104
山形ワイヴァンズ,ジョルジー・ゴロマン,チュクゥディエベレ・マドゥアバム,2,105
山形ワイヴァンズ,ジョルジー・ゴロマン,秋山 熙,2,106
山形ワイヴァンズ,ジョルジー・ゴロマン,中島 良史,2,107
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,スティーブン・ハート,2,108
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,岩田 涼太,2,109
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,古橋 広樹,2,110
山形ワイヴァンズ,トリアン・グラム,古橋 広樹,2,111
山形ワイヴァンズ,伊澤 実孝,岩田 涼太,2,112
山形ワイヴァンズ,岡本 将大,クリストファー・オリビエ,2,113
山形ワイヴァンズ,岩田 涼太,岡本 将大,2,114
山形ワイヴァンズ,岩田 涼太,中島 良史,2,115
山形ワイヴァンズ,古橋 広樹,岡本 将大,2,116
山形ワイヴァンズ,古橋 広樹,上杉 翔,2,117
山形ワイヴァンズ,古橋 広樹,赤土 裕典,2,118
山形ワイヴァンズ,古橋 広樹,和田 保彦,2,119
山形ワイヴァンズ,秋山 熙,トリアン・グラム,2,120
山形ワイヴァンズ,秋山 熙,岡本 将大,2,121
山形ワイヴァンズ,秋山 熙,中島 良史,2,122
山形ワイヴァンズ,上杉 翔,秋山 熙,2,123
山形ワイヴァンズ,上杉 翔,和田 保彦,2,124
山形ワイヴァンズ,赤土 裕典,トリアン・グラム,2,125
山形ワイヴァンズ,中島 良史,秋山 熙,2,126
山形ワイヴァンズ,和田 保彦,赤土 裕典,2,127
山形ワイヴァンズ,クリストファー・オリビエ,和田 保彦,1,128
山形ワイヴァンズ,ジェイソン・カーター,伊澤 実孝,1,129
山形ワイヴァンズ,ジェイソン・カーター,岩田 涼太,1,130
山形ワイヴァンズ,ジェイソン・カーター,和田 保彦,1,131
山形ワイヴァンズ,ジョルジー・ゴロマン,岡本 将大,1,132
山形ワイヴァンズ,ジョルジー・ゴロマン,古橋 広樹,1,133
山形ワイヴァンズ,ジョルジー・ゴロマン,和田 保彦,1,134
山形ワイヴァンズ,スティーブン・ハート,チュクゥディエベレ・マドゥアバム,1,135
山形ワイヴァンズ,スティーブン・ハート,岡本 将大,1,136
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,ジョルジー・ゴロマン,1,137
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,秋山 熙,1,138
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,赤土 裕典,1,139
山形ワイヴァンズ,チュクゥディエベレ・マドゥアバム,和田 保彦,1,140
山形ワイヴァンズ,トリアン・グラム,岡本 将大,1,141
山形ワイヴァンズ,トリアン・グラム,上杉 翔,1,142
山形ワイヴァンズ,トリアン・グラム,和田 保彦,1,143
山形ワイヴァンズ,伊澤 実孝,ジョルジー・ゴロマン,1,144
山形ワイヴァンズ,伊澤 実孝,チュクゥディエベレ・マドゥアバム,1,145
山形ワイヴァンズ,伊澤 実孝,秋山 熙,1,146
山形ワイヴァンズ,岡本 将大,伊澤 実孝,1,147
山形ワイヴァンズ,岡本 将大,秋山 熙,1,148
山形ワイヴァンズ,河野 誠司,赤土 裕典,1,149
山形ワイヴァンズ,岩田 涼太,クリストファー・オリビエ,1,150
山形ワイヴァンズ,岩田 涼太,秋山 熙,1,151
山形ワイヴァンズ,岩田 涼太,上杉 翔,1,152
山形ワイヴァンズ,岩田 涼太,和田 保彦,1,153
山形ワイヴァンズ,古橋 広樹,秋山 熙,1,154
山形ワイヴァンズ,秋山 熙,チュクゥディエベレ・マドゥアバム,1,155
山形ワイヴァンズ,秋山 熙,河野 誠司,1,156
山形ワイヴァンズ,秋山 熙,岩田 涼太,1,157
山形ワイヴァンズ,秋山 熙,上杉 翔,1,158
山形ワイヴァンズ,秋山 熙,赤土 裕典,1,159
山形ワイヴァンズ,秋山 熙,和田 保彦,1,160
山形ワイヴァンズ,上杉 翔,クリストファー・オリビエ,1,161
山形ワイヴァンズ,赤土 裕典,岡本 将大,1,162
山形ワイヴァンズ,赤土 裕典,岩田 涼太,1,163
山形ワイヴァンズ,赤土 裕典,中島 良史,1,164
山形ワイヴァンズ,赤土 裕典,和田 保彦,1,165
山形ワイヴァンズ,中島 良史,上杉 翔,1,166
山形ワイヴァンズ,和田 保彦,岡本 将大,1,167
山形ワイヴァンズ,和田 保彦,上杉 翔,1,168
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,ウェイン・マーシャル,70,1
信州ブレイブウォリアーズ,西山 達哉,ウェイン・マーシャル,65,2
信州ブレイブウォリアーズ,大崎 裕太,ウェイン・マーシャル,39,3
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,栗原 ルイス,37,4
信州ブレイブウォリアーズ,栗原 ルイス,ウェイン・マーシャル,37,5
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,西山 達哉,32,6
信州ブレイブウォリアーズ,栗原 ルイス,アンソニー・マクヘンリー,29,7
信州ブレイブウォリアーズ,ウェイン・マーシャル,アンソニー・マクヘンリー,24,8
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,大崎 裕太,22,9
信州ブレイブウォリアーズ,西山 達哉,アンソニー・マクヘンリー,22,10
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,三ツ井 利也,21,11
信州ブレイブウォリアーズ,三ツ井 利也,ウェイン・マーシャル,21,12
信州ブレイブウォリアーズ,大崎 裕太,アンソニー・マクヘンリー,21,13
信州ブレイブウォリアーズ,西山 達哉,大崎 裕太,19,14
信州ブレイブウォリアーズ,ウェイン・マーシャル,栗原 ルイス,18,15
信州ブレイブウォリアーズ,渡邊 翔太,ウェイン・マーシャル,18,16
信州ブレイブウォリアーズ,西山 達哉,栗原 ルイス,16,17
信州ブレイブウォリアーズ,渡邊 翔太,栗原 ルイス,16,18
信州ブレイブウォリアーズ,ウェイン・マーシャル,西山 達哉,15,19
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,渡邊 翔太,14,20
信州ブレイブウォリアーズ,栗原 ルイス,西山 達哉,13,21
信州ブレイブウォリアーズ,大崎 裕太,西山 達哉,13,22
信州ブレイブウォリアーズ,渡邊 翔太,井上 裕介,13,23
信州ブレイブウォリアーズ,栗原 ルイス,渡邊 翔太,12,24
信州ブレイブウォリアーズ,渡邊 翔太,三ツ井 利也,11,25
信州ブレイブウォリアーズ,ウェイン・マーシャル,大崎 裕太,10,26
信州ブレイブウォリアーズ,ウェイン・マーシャル,三ツ井 利也,9,27
信州ブレイブウォリアーズ,ウェイン・マーシャル,飯田 遼,9,28
信州ブレイブウォリアーズ,武井 弘明,井上 裕介,9,29
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,飯田 遼,8,30
信州ブレイブウォリアーズ,ウェイン・マーシャル,渡邊 翔太,8,31
信州ブレイブウォリアーズ,オーランド・サンチェス,ウェイン・マーシャル,8,32
信州ブレイブウォリアーズ,栗原 ルイス,井上 裕介,8,33
信州ブレイブウォリアーズ,西山 達哉,飯田 遼,8,34
信州ブレイブウォリアーズ,渡邊 翔太,佐藤 託矢,8,35
信州ブレイブウォリアーズ,渡邊 翔太,大崎 裕太,8,36
信州ブレイブウォリアーズ,オーランド・サンチェス,栗原 ルイス,7,37
信州ブレイブウォリアーズ,大崎 裕太,井上 裕介,7,38
信州ブレイブウォリアーズ,大崎 裕太,飯田 遼,7,39
信州ブレイブウォリアーズ,渡邊 翔太,飯田 遼,7,40
信州ブレイブウォリアーズ,武井 弘明,ウェイン・マーシャル,7,41
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,武井 弘明,6,42
信州ブレイブウォリアーズ,ウェイン・マーシャル,井上 裕介,6,43
信州ブレイブウォリアーズ,三ツ井 利也,西山 達哉,6,44
信州ブレイブウォリアーズ,西山 達哉,三ツ井 利也,6,45
信州ブレイブウォリアーズ,大崎 裕太,栗原 ルイス,6,46
信州ブレイブウォリアーズ,渡邊 翔太,アンソニー・マクヘンリー,6,47
信州ブレイブウォリアーズ,飯田 遼,大崎 裕太,6,48
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,オーランド・サンチェス,5,49
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,井上 裕介,5,50
信州ブレイブウォリアーズ,井上 裕介,佐藤 託矢,5,51
信州ブレイブウォリアーズ,栗原 ルイス,オーランド・サンチェス,5,52
信州ブレイブウォリアーズ,栗原 ルイス,三ツ井 利也,5,53
信州ブレイブウォリアーズ,西山 達哉,オーランド・サンチェス,5,54
信州ブレイブウォリアーズ,大崎 裕太,佐藤 託矢,5,55
信州ブレイブウォリアーズ,大崎 裕太,三ツ井 利也,5,56
信州ブレイブウォリアーズ,渡邊 翔太,オーランド・サンチェス,5,57
信州ブレイブウォリアーズ,渡邊 翔太,武井 弘明,5,58
信州ブレイブウォリアーズ,武井 弘明,西山 達哉,5,59
信州ブレイブウォリアーズ,オーランド・サンチェス,三ツ井 利也,4,60
信州ブレイブウォリアーズ,オーランド・サンチェス,西山 達哉,4,61
信州ブレイブウォリアーズ,オーランド・サンチェス,大崎 裕太,4,62
信州ブレイブウォリアーズ,オーランド・サンチェス,渡邊 翔太,4,63
信州ブレイブウォリアーズ,井上 裕介,ウェイン・マーシャル,4,64
信州ブレイブウォリアーズ,栗原 ルイス,大崎 裕太,4,65
信州ブレイブウォリアーズ,佐藤 託矢,井上 裕介,4,66
信州ブレイブウォリアーズ,佐藤 託矢,渡邊 翔太,4,67
信州ブレイブウォリアーズ,三ツ井 利也,アンソニー・マクヘンリー,4,68
信州ブレイブウォリアーズ,武井 弘明,佐藤 託矢,4,69
信州ブレイブウォリアーズ,ウェイン・マーシャル,武井 弘明,3,70
信州ブレイブウォリアーズ,井上 裕介,飯田 遼,3,71
信州ブレイブウォリアーズ,佐藤 託矢,飯田 遼,3,72
信州ブレイブウォリアーズ,西山 達哉,井上 裕介,3,73
信州ブレイブウォリアーズ,西山 達哉,武井 弘明,3,74
信州ブレイブウォリアーズ,大崎 裕太,渡邊 翔太,3,75
信州ブレイブウォリアーズ,大崎 裕太,武井 弘明,3,76
信州ブレイブウォリアーズ,飯田 遼,渡邊 翔太,3,77
信州ブレイブウォリアーズ,武井 弘明,アンソニー・マクヘンリー,3,78
信州ブレイブウォリアーズ,武井 弘明,渡邊 翔太,3,79
信州ブレイブウォリアーズ,武井 弘明,飯田 遼,3,80
信州ブレイブウォリアーズ,アンソニー・マクヘンリー,佐藤 託矢,2,81
